date,jdate,open,high,low,close
2024-04-16,1403-01-28,158000000.0,162000000.0,158000000.0,160000000.0
2024-04-15,1403-01-27,162000000.0,162000000.0,153000000.0,157000000.0
2024-04-14,1403-01-26,172000000.0,175000000.0,166000000.0,166000000.0
2024-04-13,1403-01-25,165000000.0,168000000.0,165000000.0,168000000.0
2024-04-09,1403-01-21,149000000.0,158000000.0,149000000.0,158000000.0
2024-04-08,1403-01-20,154000000.0,154000000.0,148000000.0,148000000.0
2024-04-07,1403-01-19,167000000.0,167000000.0,155000000.0,155000000.0
2024-04-06,1403-01-18,176000000.0,177000000.0,168000000.0,168000000.0
2024-04-04,1403-01-16,172000000.0,180000000.0,172000000.0,180000000.0
2024-04-03,1403-01-15,159000000.0,166000000.0,159000000.0,166000000.0
2024-04-02,1403-01-14,148000000.0,158000000.0,148000000.0,158000000.0
2024-03-26,1403-01-07,144000000.0,144000000.0,144000000.0,144000000.0
2024-03-25,1403-01-06,144000000.0,145000000.0,144000000.0,145000000.0
2024-03-24,1403-01-05,143900000.0,143900000.0,143900000.0,143900000.0
2024-03-18,1402-12-28,143000000.0,145000000.0,143000000.0,144000000.0
2024-03-17,1402-12-27,139000000.0,140000000.0,139000000.0,140000000.0
2024-03-16,1402-12-26,138000000.0,138000000.0,138000000.0,138000000.0
2024-03-14,1402-12-24,136500000.0,137500000.0,136500000.0,137500000.0
2024-03-12,1402-12-22,136500000.0,137000000.0,136500000.0,137000000.0
2024-03-11,1402-12-21,131500000.0,135000000.0,131000000.0,135000000.0
2024-03-10,1402-12-20,136000000.0,136000000.0,13500000.0,132500000.0
2024-03-09,1402-12-19,137500000.0,138000000.0,137000000.0,137000000.0
2024-03-06,1402-12-16,133900000.0,136000000.0,133900000.0,136000000.0
2024-03-04,1402-12-14,123000000.0,127500000.0,123000000.0,127500000.0
2024-03-03,1402-12-13,122000000.0,122000000.0,121000000.0,121500000.0
2024-03-02,1402-12-12,122500000.0,124000000.0,122500000.0,122500000.0
2024-02-29,1402-12-10,120000000.0,120000000.0,120000000.0,120000000.0
2024-02-28,1402-12-09,121000000.0,122000000.0,119500000.0,119500000.0
2024-02-27,1402-12-08,118500000.0,120000000.0,118500000.0,120000000.0
2024-02-26,1402-12-07,118500000.0,118500000.0,118000000.0,118000000.0
2024-02-24,1402-12-05,118000000.0,118500000.0,118000000.0,118000000.0
2024-02-22,1402-12-03,116000000.0,117000000.0,116000000.0,117000000.0
2024-02-21,1402-12-02,115500000.0,115500000.0,115500000.0,115500000.0
2024-02-20,1402-12-01,116000000.0,116000000.0,115000000.0,115000000.0
2024-02-18,1402-11-29,115500000.0,116500000.0,115500000.0,116500000.0
2024-02-17,1402-11-28,114500000.0,114500000.0,114500000.0,114500000.0
2024-02-15,1402-11-26,112500000.0,112500000.0,112500000.0,112500000.0
2024-02-14,1402-11-25,111000000.0,112000000.0,111000000.0,112000000.0
2024-02-13,1402-11-24,111000000.0,111500000.0,111000000.0,111500000.0
2024-02-12,1402-11-23,111000000.0,111500000.0,111000000.0,111500000.0
2024-02-10,1402-11-21,110500000.0,110500000.0,110500000.0,110500000.0
2024-02-07,1402-11-18,110150000.0,111000000.0,110150000.0,111000000.0
2024-02-05,1402-11-16,107000000.0,110000000.0,106000000.0,110000000.0
2024-02-04,1402-11-15,110000000.0,110000000.0,108000000.0,108000000.0
2024-02-03,1402-11-14,118500000.0,118500000.0,112000000.0,112000000.0
2024-01-31,1402-11-11,118500000.0,118500000.0,118000000.0,118000000.0
2024-01-30,1402-11-10,121000000.0,123000000.0,119000000.0,119000000.0
2024-01-29,1402-11-09,116000000.0,119500000.0,116000000.0,118500000.0
2024-01-28,1402-11-08,116000000.0,116000000.0,114000000.0,114000000.0
2024-01-27,1402-11-07,114100000.0,116500000.0,114100000.0,116500000.0
2024-01-24,1402-11-04,113000000.0,114000000.0,113000000.0,114000000.0
2024-01-23,1402-11-03,110500000.0,112000000.0,110500000.0,112000000.0
2024-01-22,1402-11-02,109500000.0,109500000.0,109500000.0,109500000.0
2024-01-21,1402-11-01,109500000.0,110000000.0,109000000.0,109000000.0
2024-01-20,1402-10-30,108950000.0,109000000.0,107500000.0,108000000.0
2024-01-18,1402-10-28,109950000.0,110950000.0,109950000.0,109950000.0
2024-01-17,1402-10-27,108950000.0,109450000.0,107950000.0,109450000.0
2024-01-16,1402-10-26,109950000.0,110950000.0,109950000.0,109950000.0
2024-01-15,1402-10-25,110950000.0,110950000.0,108450000.0,108450000.0
2024-01-14,1402-10-24,119400000.0,119950000.0,112950000.0,112950000.0
2024-01-13,1402-10-23,115450000.0,118950000.0,115450000.0,118950000.0
2024-01-11,1402-10-21,115450000.0,117450000.0,115450000.0,115950000.0
2024-01-10,1402-10-20,110450000.0,113950000.0,110450000.0,113950000.0
2024-01-09,1402-10-19,108450000.0,109950000.0,108450000.0,109950000.0
2024-01-08,1402-10-18,108300000.0,108300000.0,108300000.0,108300000.0
2024-01-07,1402-10-17,107950000.0,108450000.0,107950000.0,108450000.0
2024-01-06,1402-10-16,108450000.0,108450000.0,107450000.0,107450000.0
2024-01-04,1402-10-14,108450000.0,109450000.0,108450000.0,108950000.0
2024-01-03,1402-10-13,107950000.0,107950000.0,107450000.0,107450000.0
2024-01-02,1402-10-12,106950000.0,108450000.0,106950000.0,108450000.0
2024-01-01,1402-10-11,106000000.0,106000000.0,105450000.0,105950000.0
2023-12-31,1402-10-10,106450000.0,106450000.0,105450000.0,105950000.0
2023-12-30,1402-10-09,105000000.0,105950000.0,104950000.0,105950000.0
2023-12-28,1402-10-07,104950000.0,104950000.0,104450000.0,104450000.0
2023-12-27,1402-10-06,104000000.0,104050000.0,103950000.0,103950000.0
2023-12-26,1402-10-05,104500000.0,104500000.0,104500000.0,104500000.0
2023-12-24,1402-10-03,103500000.0,103500000.0,103000000.0,103000000.0
2023-12-23,1402-10-02,104000000.0,104000000.0,103500000.0,104000000.0
2023-12-21,1402-09-30,102500000.0,103000000.0,102500000.0,103000000.0
2023-12-19,1402-09-28,104000000.0,104000000.0,104000000.0,104000000.0
2023-12-18,1402-09-27,104500000.0,104500000.0,104000000.0,104500000.0
2023-12-14,1402-09-23,105000000.0,105000000.0,105000000.0,105000000.0
2023-12-13,1402-09-22,103300000.0,103300000.0,103300000.0,103300000.0
2023-12-12,1402-09-21,103500000.0,103500000.0,103000000.0,103500000.0
2023-12-11,1402-09-20,103000000.0,103000000.0,103000000.0,103000000.0
2023-12-09,1402-09-18,103500000.0,103500000.0,103500000.0,103500000.0
2023-12-07,1402-09-16,104000000.0,104000000.0,104000000.0,104000000.0
2023-12-06,1402-09-15,104000000.0,104000000.0,103500000.0,103500000.0
2023-12-05,1402-09-14,105000000.0,105000000.0,104500000.0,104500000.0
2023-12-04,1402-09-13,107000000.0,107000000.0,106000000.0,106000000.0
2023-12-03,1402-09-12,106000000.0,106000000.0,106000000.0,106000000.0
2023-12-02,1402-09-11,106000000.0,106000000.0,105500000.0,105500000.0
2023-11-30,1402-09-09,104500000.0,104500000.0,104500000.0,104500000.0
2023-11-29,1402-09-08,103500000.0,104000000.0,103500000.0,104000000.0
2023-11-27,1402-09-06,102900000.0,103200000.0,102900000.0,103000000.0
2023-11-26,1402-09-05,103000000.0,103000000.0,103000000.0,103000000.0
2023-11-25,1402-09-04,101500000.0,103000000.0,101500000.0,102500000.0
2023-11-23,1402-09-02,101000000.0,101000000.0,101000000.0,101000000.0
2023-11-22,1402-09-01,101000000.0,101000000.0,101000000.0,101000000.0
2023-11-21,1402-08-30,101000000.0,101000000.0,100500000.0,100500000.0
2023-11-20,1402-08-29,100700000.0,100700000.0,100500000.0,100500000.0
2023-11-19,1402-08-28,102000000.0,102000000.0,101000000.0,101000000.0
2023-11-18,1402-08-27,102500000.0,102500000.0,102000000.0,102000000.0
2023-11-16,1402-08-25,102500000.0,102500000.0,102000000.0,102000000.0
2023-11-15,1402-08-24,103000000.0,103000000.0,102500000.0,102500000.0
2023-11-14,1402-08-23,103000000.0,103000000.0,103000000.0,103000000.0
2023-11-13,1402-08-22,103000000.0,103000000.0,103000000.0,103000000.0
2023-11-12,1402-08-21,103000000.0,103000000.0,103000000.0,103000000.0
2023-11-11,1402-08-20,103000000.0,103500000.0,103000000.0,103000000.0
2023-11-09,1402-08-18,103500000.0,103500000.0,103500000.0,103500000.0
2023-11-08,1402-08-17,103000000.0,103500000.0,103000000.0,103500000.0
2023-11-07,1402-08-16,104000000.0,104000000.0,103500000.0,103500000.0
2023-11-06,1402-08-15,104500000.0,104500000.0,104000000.0,104500000.0
2023-11-05,1402-08-14,104700000.0,104700000.0,104700000.0,104700000.0
2023-11-04,1402-08-13,106260000.0,106260000.0,106260000.0,106260000.0
2023-11-02,1402-08-11,105860000.0,105860000.0,105860000.0,105860000.0
2023-11-01,1402-08-10,105000000.0,105500000.0,105000000.0,105500000.0
2023-10-31,1402-08-09,105500000.0,106000000.0,105500000.0,106000000.0
2023-10-30,1402-08-08,105000000.0,105000000.0,104000000.0,104500000.0
2023-10-29,1402-08-07,107500000.0,107500000.0,106000000.0,106000000.0
2023-10-28,1402-08-06,108000000.0,109000000.0,108000000.0,108000000.0
2023-10-26,1402-08-04,105500000.0,105500000.0,105500000.0,105500000.0
2023-10-25,1402-08-03,103500000.0,104500000.0,103500000.0,104500000.0
2023-10-24,1402-08-02,103000000.0,103000000.0,103000000.0,103000000.0
2023-10-23,1402-08-01,103500000.0,103500000.0,103500000.0,103500000.0
2023-10-21,1402-07-29,103000000.0,104000000.0,103000000.0,104000000.0
2023-10-20,1402-07-28,107000000.0,107000000.0,103500000.0,103500000.0
2023-10-18,1402-07-26,106000000.0,106000000.0,105000000.0,105000000.0
2023-10-17,1402-07-25,107000000.0,108000000.0,105000000.0,105000000.0
2023-10-16,1402-07-24,103000000.0,105000000.0,103000000.0,105000000.0
2023-10-15,1402-07-23,104000000.0,104000000.0,103000000.0,103000000.0
2023-10-14,1402-07-22,106000000.0,106000000.0,105000000.0,105000000.0
2023-10-13,1402-07-21,108930000.0,108930000.0,105930000.0,106000000.0
2023-10-12,1402-07-20,106930000.0,106930000.0,106930000.0,106930000.0
2023-10-11,1402-07-19,105930000.0,106930000.0,105930000.0,106930000.0
2023-10-10,1402-07-18,106930000.0,106930000.0,105930000.0,105930000.0
2023-10-09,1402-07-17,114930000.0,114930000.0,106930000.0,106930000.0
2023-10-08,1402-07-16,114930000.0,115930000.0,113930000.0,115930000.0
2023-10-07,1402-07-15,104930000.0,109930000.0,104930000.0,108430000.0
2023-10-06,1402-07-14,99930000.0,101430000.0,99930000.0,101430000.0
2023-10-05,1402-07-13,99430000.0,99430000.0,99430000.0,99430000.0
2023-10-04,1402-07-12,99430000.0,99430000.0,99430000.0,99430000.0
2023-10-03,1402-07-11,98430000.0,98930000.0,98430000.0,98930000.0
2023-10-02,1402-07-10,98930000.0,98930000.0,98930000.0,98930000.0
2023-10-01,1402-07-09,99000000.0,99000000.0,98900000.0,98930000.0
2023-09-30,1402-07-08,99000000.0,99000000.0,99000000.0,99000000.0
2023-09-29,1402-07-07,99000000.0,99000000.0,99000000.0,99000000.0
2023-09-28,1402-07-06,99000000.0,99000000.0,99000000.0,99000000.0
2023-09-27,1402-07-05,99000000.0,99000000.0,99000000.0,99000000.0
2023-09-26,1402-07-04,106500000.0,106500000.0,106500000.0,106500000.0
2023-09-23,1402-07-01,99500000.0,99500000.0,99500000.0,99500000.0
2023-09-22,1402-06-31,99500000.0,99500000.0,99500000.0,99500000.0
2023-09-20,1402-06-29,99000000.0,99000000.0,99000000.0,99000000.0
2023-09-19,1402-06-28,99500000.0,100000000.0,99000000.0,99000000.0
2023-09-18,1402-06-27,100250000.0,100500000.0,100000000.0,100000000.0
2023-09-17,1402-06-26,101750000.0,103000000.0,100500000.0,100500000.0
2023-09-16,1402-06-25,103000000.0,103000000.0,102500000.0,103000000.0
2023-09-13,1402-06-22,102000000.0,102000000.0,102000000.0,102000000.0
2023-09-12,1402-06-21,102000000.0,102000000.0,101000000.0,102000000.0
2023-09-11,1402-06-20,101500000.0,102000000.0,101000000.0,101000000.0
2023-09-10,1402-06-19,102000000.0,102000000.0,102000000.0,102000000.0
2023-09-09,1402-06-18,102750000.0,103000000.0,102500000.0,102500000.0
2023-09-08,1402-06-17,103000000.0,103000000.0,102500000.0,103000000.0
2023-09-06,1402-06-15,102000000.0,102000000.0,101500000.0,102000000.0
2023-09-04,1402-06-13,102000000.0,102000000.0,102000000.0,102000000.0
2023-09-03,1402-06-12,102500000.0,103000000.0,102000000.0,102000000.0
2023-09-02,1402-06-11,102750000.0,103000000.0,101000000.0,102500000.0
2023-09-01,1402-06-10,101250000.0,101500000.0,101000000.0,101000000.0
2023-08-30,1402-06-08,100750000.0,101000000.0,100500000.0,100500000.0
2023-08-29,1402-06-07,100750000.0,101000000.0,100000000.0,100500000.0
2023-08-27,1402-06-05,99500000.0,99500000.0,99500000.0,99500000.0
2023-08-26,1402-06-04,99500000.0,99500000.0,99000000.0,99500000.0
2023-08-25,1402-06-03,99000000.0,99000000.0,99000000.0,99000000.0
2023-08-23,1402-06-01,99500000.0,99500000.0,99500000.0,99500000.0
2023-08-22,1402-05-31,99500000.0,99500000.0,99000000.0,99500000.0
2023-08-21,1402-05-30,99000000.0,99000000.0,97500000.0,99000000.0
2023-08-20,1402-05-29,97500000.0,97500000.0,97000000.0,97500000.0
2023-08-19,1402-05-28,97500000.0,98000000.0,97000000.0,97000000.0
2023-08-18,1402-05-27,98500000.0,99000000.0,98000000.0,98000000.0
2023-08-17,1402-05-26,99500000.0,99500000.0,99500000.0,99500000.0
2023-08-16,1402-05-25,99750000.0,100000000.0,99500000.0,99500000.0
2023-08-15,1402-05-24,100500000.0,101000000.0,100000000.0,100000000.0
2023-08-14,1402-05-23,101500000.0,102000000.0,101000000.0,101000000.0
2023-08-13,1402-05-22,102750000.0,103500000.0,102000000.0,102000000.0
2023-08-12,1402-05-21,103500000.0,103500000.0,100500000.0,103500000.0
2023-08-11,1402-05-20,100750000.0,101000000.0,100000000.0,100500000.0
2023-08-09,1402-05-18,104000000.0,104000000.0,104000000.0,104000000.0
2023-08-08,1402-05-17,104000000.0,104000000.0,103500000.0,104000000.0
2023-08-07,1402-05-16,104250000.0,105000000.0,103500000.0,103500000.0
2023-08-06,1402-05-15,105000000.0,105000000.0,105000000.0,105000000.0
2023-08-05,1402-05-14,106750000.0,107500000.0,105500000.0,106000000.0
2023-08-04,1402-05-13,108750000.0,110000000.0,107500000.0,107500000.0
2023-08-01,1402-05-10,109500000.0,109500000.0,109500000.0,109500000.0
2023-07-31,1402-05-09,109500000.0,109500000.0,105000000.0,109500000.0
2023-07-30,1402-05-08,105000000.0,105000000.0,103500000.0,105000000.0
2023-07-29,1402-05-07,103250000.0,103500000.0,103000000.0,103000000.0
2023-07-28,1402-05-06,103000000.0,103000000.0,102500000.0,103000000.0
2023-07-26,1402-05-04,102000000.0,102000000.0,102000000.0,102000000.0
2023-07-25,1402-05-03,102000000.0,102000000.0,100000000.0,102000000.0
2023-07-24,1402-05-02,100000000.0,100000000.0,96500000.0,100000000.0
2023-07-23,1402-05-01,96500000.0,96500000.0,94500000.0,96500000.0
2023-07-22,1402-04-31,96000000.0,96500000.0,95500000.0,95500000.0
2023-07-21,1402-04-30,97750000.0,98000000.0,97500000.0,97500000.0
2023-07-19,1402-04-28,97500000.0,97500000.0,97000000.0,97500000.0
2023-07-18,1402-04-27,98000000.0,98500000.0,97500000.0,97500000.0
2023-07-17,1402-04-26,99500000.0,100000000.0,99000000.0,99000000.0
2023-07-16,1402-04-25,99250000.0,99500000.0,99000000.0,99000000.0
2023-07-15,1402-04-24,100000000.0,101000000.0,99000000.0,99000000.0
2023-07-14,1402-04-23,101500000.0,102000000.0,101000000.0,101000000.0
2023-07-12,1402-04-21,102250000.0,102500000.0,102000000.0,102000000.0
2023-07-11,1402-04-20,102250000.0,102500000.0,101500000.0,102000000.0
2023-07-10,1402-04-19,103000000.0,103500000.0,102500000.0,102500000.0
2023-07-09,1402-04-18,104000000.0,104500000.0,103500000.0,103500000.0
2023-07-08,1402-04-17,105500000.0,106000000.0,105000000.0,105000000.0
2023-07-07,1402-04-16,106320000.0,106640000.0,106000000.0,106000000.0
2023-07-06,1402-04-15,106800000.0,106800000.0,106800000.0,106800000.0
2023-07-05,1402-04-14,106800000.0,106800000.0,106300000.0,106800000.0
2023-07-04,1402-04-13,107000000.0,107000000.0,106500000.0,106500000.0
2023-07-03,1402-04-12,108200000.0,108200000.0,107500000.0,108000000.0
2023-07-02,1402-04-11,109000000.0,109000000.0,108000000.0,108000000.0
2023-07-01,1402-04-10,107500000.0,108000000.0,107500000.0,108000000.0
2023-06-30,1402-04-09,107000000.0,107000000.0,107000000.0,107000000.0
2023-06-28,1402-04-07,106500000.0,106500000.0,106500000.0,106500000.0
2023-06-27,1402-04-06,106500000.0,106500000.0,106500000.0,106500000.0
2023-06-26,1402-04-05,107000000.0,107000000.0,107000000.0,107000000.0
2023-06-25,1402-04-04,106500000.0,106500000.0,106000000.0,106000000.0
2023-06-24,1402-04-03,108500000.0,108500000.0,107000000.0,107000000.0
2023-06-23,1402-04-02,107000000.0,109000000.0,107000000.0,109000000.0
2023-06-22,1402-04-01,106000000.0,106000000.0,106000000.0,106000000.0
2023-06-21,1402-03-31,106000000.0,106000000.0,106000000.0,106000000.0
2023-06-20,1402-03-30,105000000.0,105000000.0,104000000.0,104000000.0
2023-06-19,1402-03-29,106000000.0,106000000.0,106000000.0,106000000.0
2023-06-18,1402-03-28,107500000.0,107500000.0,105000000.0,105000000.0
2023-06-17,1402-03-27,108000000.0,108000000.0,107000000.0,108000000.0
2023-06-16,1402-03-26,107000000.0,107000000.0,106000000.0,106000000.0
2023-06-15,1402-03-25,104000000.0,104000000.0,104000000.0,104000000.0
2023-06-14,1402-03-24,105000000.0,105000000.0,104000000.0,104000000.0
2023-06-13,1402-03-23,106000000.0,107000000.0,106000000.0,106000000.0
2023-06-12,1402-03-22,103000000.0,106000000.0,103000000.0,105000000.0
2023-06-11,1402-03-21,99000000.0,102000000.0,97000000.0,102000000.0
2023-06-10,1402-03-20,104500000.0,105000000.0,100000000.0,100000000.0
2023-06-09,1402-03-19,105000000.0,105000000.0,105000000.0,105000000.0
2023-06-08,1402-03-18,104000000.0,104000000.0,104000000.0,104000000.0
2023-06-07,1402-03-17,105000000.0,105000000.0,104000000.0,104000000.0
2023-06-06,1402-03-16,108500000.0,108500000.0,107500000.0,107500000.0
2023-06-05,1402-03-15,112000000.0,112000000.0,110000000.0,110000000.0
2023-06-03,1402-03-13,111500000.0,111500000.0,111500000.0,111500000.0
2023-06-02,1402-03-12,111900000.0,111900000.0,111500000.0,111500000.0
2023-06-01,1402-03-11,112000000.0,112000000.0,112000000.0,112000000.0
2023-05-31,1402-03-10,112000000.0,112000000.0,112000000.0,112000000.0
2023-05-30,1402-03-09,111000000.0,111000000.0,111000000.0,111000000.0
2023-05-29,1402-03-08,111000000.0,112000000.0,111000000.0,112000000.0
2023-05-28,1402-03-07,109700000.0,112000000.0,109700000.0,112000000.0
2023-05-27,1402-03-06,112000000.0,112000000.0,110000000.0,110000000.0
2023-05-26,1402-03-05,113700000.0,113700000.0,113000000.0,113000000.0
2023-05-25,1402-03-04,114000000.0,114000000.0,114000000.0,114000000.0
2023-05-24,1402-03-03,114800000.0,114800000.0,113000000.0,114000000.0
2023-05-23,1402-03-02,115350000.0,115350000.0,115350000.0,115350000.0
2023-05-22,1402-03-01,115200000.0,115200000.0,115200000.0,115200000.0
2023-05-21,1402-02-31,113900000.0,116000000.0,113900000.0,115000000.0
2023-05-20,1402-02-30,110500000.0,114000000.0,110500000.0,114000000.0
2023-05-19,1402-02-29,108000000.0,110000000.0,108000000.0,110000000.0
2023-05-18,1402-02-28,107500000.0,107500000.0,107500000.0,107500000.0
2023-05-17,1402-02-27,107500000.0,107500000.0,107500000.0,107500000.0
2023-05-16,1402-02-26,109000000.0,109000000.0,108000000.0,108000000.0
2023-05-14,1402-02-24,113150000.0,113150000.0,110000000.0,110000000.0
2023-05-13,1402-02-23,114400000.0,114400000.0,113000000.0,113000000.0
2023-05-12,1402-02-22,116000000.0,116000000.0,114000000.0,114000000.0
2023-05-11,1402-02-21,117400000.0,117400000.0,117400000.0,117400000.0
2023-05-10,1402-02-20,117400000.0,117400000.0,117400000.0,117400000.0
2023-05-09,1402-02-19,118800000.0,118800000.0,117000000.0,117000000.0
2023-05-08,1402-02-18,119760000.0,119760000.0,119000000.0,119000000.0
2023-05-07,1402-02-17,119500000.0,119500000.0,119500000.0,119500000.0
2023-05-06,1402-02-16,120000000.0,121000000.0,120000000.0,120000000.0
2023-05-05,1402-02-15,124000000.0,124000000.0,122000000.0,122000000.0
2023-05-04,1402-02-14,124500000.0,124500000.0,124500000.0,124500000.0
2023-05-03,1402-02-13,125000000.0,125000000.0,124000000.0,124500000.0
2023-05-02,1402-02-12,124000000.0,125000000.0,124000000.0,124000000.0
2023-05-01,1402-02-11,127620000.0,127620000.0,125000000.0,125000000.0
2023-04-30,1402-02-10,127000000.0,128000000.0,127000000.0,127500000.0
2023-04-29,1402-02-09,125140000.0,125500000.0,125140000.0,125500000.0
2023-04-28,1402-02-08,124000000.0,125000000.0,124000000.0,125000000.0
2023-04-27,1402-02-07,123000000.0,123000000.0,123000000.0,123000000.0
2023-04-26,1402-02-06,119000000.0,123000000.0,119000000.0,123000000.0
2023-04-25,1402-02-05,116800000.0,117500000.0,116600000.0,117500000.0
2023-04-23,1402-02-03,116000000.0,116000000.0,116000000.0,116000000.0
2023-04-18,1402-01-29,116300000.0,116700000.0,116300000.0,116700000.0
2023-04-17,1402-01-28,116800000.0,116800000.0,116000000.0,116000000.0
2023-04-16,1402-01-27,117350000.0,118000000.0,117000000.0,117000000.0
2023-04-15,1402-01-26,115800000.0,117000000.0,115000000.0,117000000.0
2023-04-14,1402-01-25,116800000.0,116800000.0,116000000.0,116000000.0
2023-04-12,1402-01-23,117000000.0,117000000.0,117000000.0,117000000.0
2023-04-10,1402-01-21,115500000.0,118000000.0,115500000.0,118000000.0
2023-04-08,1402-01-19,116000000.0,116000000.0,115000000.0,115000000.0
2023-04-07,1402-01-18,117000000.0,117000000.0,117000000.0,117000000.0
2023-04-06,1402-01-17,118000000.0,120000000.0,76000000.0,116000000.0
2023-04-05,1402-01-16,116000000.0,116000000.0,116000000.0,116000000.0
2023-04-04,1402-01-15,118000000.0,119000000.0,118000000.0,118000000.0
2023-04-03,1402-01-14,113000000.0,117000000.0,113000000.0,117000000.0
2023-04-02,1402-01-13,117500000.0,120000000.0,117000000.0,117000000.0
2023-03-18,1401-12-27,119000000.0,119000000.0,119000000.0,119000000.0
2023-03-17,1401-12-26,109000000.0,113000000.0,109000000.0,110000000.0
2023-03-15,1401-12-24,110000000.0,110000000.0,110000000.0,110000000.0
2023-03-14,1401-12-23,109000000.0,109000000.0,109000000.0,109000000.0
2023-03-13,1401-12-22,107000000.0,112000000.0,107000000.0,110000000.0
2023-03-12,1401-12-21,93000000.0,99000000.0,93000000.0,99000000.0
2023-03-11,1401-12-20,87000000.0,93000000.0,87000000.0,92000000.0
2023-03-10,1401-12-19,93000000.0,93000000.0,89000000.0,89000000.0
2023-03-08,1401-12-17,99000000.0,99000000.0,99000000.0,99000000.0
2023-03-06,1401-12-15,98000000.0,98000000.0,96000000.0,97000000.0
2023-03-05,1401-12-14,102000000.0,102000000.0,99000000.0,99000000.0
2023-03-04,1401-12-13,107000000.0,107000000.0,105000000.0,105000000.0
2023-03-03,1401-12-12,108000000.0,108000000.0,108000000.0,108000000.0
2023-02-28,1401-12-09,109000000.0,110000000.0,102000000.0,105000000.0
2023-02-27,1401-12-08,112000000.0,117000000.0,76000000.0,107000000.0
2023-02-26,1401-12-07,116850000.0,117000000.0,76000000.0,116700000.0
2023-02-25,1401-12-06,111000000.0,111000000.0,76000000.0,111000000.0
2023-02-22,1401-12-03,115000000.0,115000000.0,115000000.0,115000000.0
2023-02-21,1401-12-02,105000000.0,105000000.0,105000000.0,105000000.0
2023-02-20,1401-12-01,104000000.0,105000000.0,103500000.0,103500000.0
2023-02-19,1401-11-30,106000000.0,108000000.0,106000000.0,107000000.0
2023-02-18,1401-11-29,100200000.0,105000000.0,100200000.0,104000000.0
2023-02-16,1401-11-27,96000000.0,100000000.0,96000000.0,100000000.0
2023-02-14,1401-11-25,95000000.0,96500000.0,95000000.0,96500000.0
2023-02-13,1401-11-24,93000000.0,94000000.0,93000000.0,94000000.0
2023-02-12,1401-11-23,94500000.0,94500000.0,93500000.0,93500000.0
2023-02-11,1401-11-22,94500000.0,95000000.0,94500000.0,95000000.0
2023-02-08,1401-11-19,92500000.0,92500000.0,92500000.0,92500000.0
2023-02-07,1401-11-18,91200000.0,92000000.0,91200000.0,92000000.0
2023-02-06,1401-11-17,92300000.0,92300000.0,91500000.0,91500000.0
2023-02-05,1401-11-16,92500000.0,92500000.0,92000000.0,92000000.0
2023-02-04,1401-11-15,93000000.0,93000000.0,92000000.0,92000000.0
2023-02-01,1401-11-12,94500000.0,95000000.0,94000000.0,95000000.0
